nohup: ignoring input
[streamer] Starting dummy market data stream into public.market_data_1m for SPY
[streamer] Inserted: ts=2025-12-05 02:49:17.493163+00:00 symbol=SPY open=498.30 high=499.28 low=497.61 close=498.27 volume=38540
[streamer] Inserted: ts=2025-12-05 02:49:18.530397+00:00 symbol=SPY open=497.94 high=498.88 low=497.56 close=498.34 volume=29190
[streamer] Inserted: ts=2025-12-05 02:49:19.567695+00:00 symbol=SPY open=498.33 high=499.18 low=497.48 close=498.39 volume=17553
[streamer] Inserted: ts=2025-12-05 02:49:20.604928+00:00 symbol=SPY open=498.43 high=498.97 low=497.77 close=498.67 volume=47488
[streamer] Inserted: ts=2025-12-05 02:49:21.642234+00:00 symbol=SPY open=498.27 high=498.34 low=497.51 close=497.99 volume=22196
[streamer] Inserted: ts=2025-12-05 02:49:22.679491+00:00 symbol=SPY open=498.11 high=498.78 low=497.95 close=498.75 volume=84402
[streamer] Inserted: ts=2025-12-05 02:49:23.716720+00:00 symbol=SPY open=497.58 high=498.38 low=497.80 close=497.99 volume=91277
[streamer] Inserted: ts=2025-12-05 02:49:24.754148+00:00 symbol=SPY open=498.33 high=498.72 low=497.09 close=497.74 volume=45046
[streamer] Inserted: ts=2025-12-05 02:49:25.791458+00:00 symbol=SPY open=498.20 high=498.79 low=496.97 close=498.03 volume=80725
[streamer] Inserted: ts=2025-12-05 02:49:26.828938+00:00 symbol=SPY open=498.17 high=498.27 low=497.22 close=498.20 volume=51101
[streamer] Inserted: ts=2025-12-05 02:49:27.866571+00:00 symbol=SPY open=497.82 high=498.71 low=497.68 close=498.15 volume=16803
[streamer] Inserted: ts=2025-12-05 02:49:28.903752+00:00 symbol=SPY open=498.14 high=498.68 low=497.68 close=497.78 volume=24042
[streamer] Inserted: ts=2025-12-05 02:49:29.941330+00:00 symbol=SPY open=497.95 high=498.63 low=497.63 close=498.54 volume=24583
[streamer] Inserted: ts=2025-12-05 02:49:30.978596+00:00 symbol=SPY open=497.83 high=498.77 low=498.05 close=497.93 volume=93963
[streamer] Inserted: ts=2025-12-05 02:49:32.015870+00:00 symbol=SPY open=499.23 high=499.45 low=498.27 close=498.36 volume=83230
[streamer] Inserted: ts=2025-12-05 02:49:33.054352+00:00 symbol=SPY open=498.88 high=498.80 low=498.05 close=498.47 volume=65894
[streamer] Inserted: ts=2025-12-05 02:49:34.091813+00:00 symbol=SPY open=498.57 high=498.42 low=497.36 close=498.05 volume=23584
[streamer] Inserted: ts=2025-12-05 02:49:35.129232+00:00 symbol=SPY open=498.43 high=499.06 low=497.45 close=497.96 volume=68349
[streamer] Inserted: ts=2025-12-05 02:49:36.166642+00:00 symbol=SPY open=498.42 high=498.94 low=497.63 close=498.09 volume=43235
[streamer] Inserted: ts=2025-12-05 02:49:37.204039+00:00 symbol=SPY open=498.32 high=498.68 low=497.71 close=498.35 volume=73286
[streamer] Inserted: ts=2025-12-05 02:49:38.241332+00:00 symbol=SPY open=498.50 high=499.50 low=498.15 close=499.28 volume=66824
[streamer] Inserted: ts=2025-12-05 02:49:39.278529+00:00 symbol=SPY open=498.76 high=499.25 low=497.79 close=498.71 volume=19776
[streamer] Inserted: ts=2025-12-05 02:49:40.315896+00:00 symbol=SPY open=498.58 high=498.75 low=497.99 close=498.44 volume=13092
[streamer] Inserted: ts=2025-12-05 02:49:41.353493+00:00 symbol=SPY open=497.98 high=499.13 low=497.80 close=497.97 volume=94039
[streamer] Inserted: ts=2025-12-05 02:49:42.390644+00:00 symbol=SPY open=499.02 high=499.61 low=498.37 close=499.14 volume=61871
[streamer] Inserted: ts=2025-12-05 02:49:43.427810+00:00 symbol=SPY open=499.31 high=499.23 low=498.44 close=498.94 volume=22376
[streamer] Inserted: ts=2025-12-05 02:49:44.466368+00:00 symbol=SPY open=498.62 high=499.44 low=498.33 close=499.08 volume=54926
[streamer] Inserted: ts=2025-12-05 02:49:45.503674+00:00 symbol=SPY open=498.25 high=498.68 low=498.30 close=498.61 volume=29610
[streamer] Inserted: ts=2025-12-05 02:49:46.541497+00:00 symbol=SPY open=498.41 high=498.80 low=497.93 close=498.20 volume=88916
[streamer] Inserted: ts=2025-12-05 02:49:47.578858+00:00 symbol=SPY open=498.41 high=499.06 low=497.76 close=498.35 volume=10398
[streamer] Inserted: ts=2025-12-05 02:49:48.616386+00:00 symbol=SPY open=498.51 high=499.48 low=497.59 close=498.84 volume=51701
[streamer] Inserted: ts=2025-12-05 02:49:49.653774+00:00 symbol=SPY open=499.17 high=499.81 low=498.03 close=499.20 volume=18400
[streamer] Inserted: ts=2025-12-05 02:49:50.691174+00:00 symbol=SPY open=499.70 high=499.61 low=498.95 close=499.38 volume=95199
[streamer] Inserted: ts=2025-12-05 02:49:51.728510+00:00 symbol=SPY open=499.43 high=499.66 low=498.74 close=499.06 volume=16419
[streamer] Inserted: ts=2025-12-05 02:49:52.765670+00:00 symbol=SPY open=499.37 high=499.44 low=498.06 close=499.24 volume=94197
[streamer] Inserted: ts=2025-12-05 02:49:53.803149+00:00 symbol=SPY open=499.20 high=499.48 low=498.60 close=499.12 volume=61566
[streamer] Inserted: ts=2025-12-05 02:49:54.841772+00:00 symbol=SPY open=499.34 high=499.62 low=498.60 close=499.02 volume=50901
[streamer] Inserted: ts=2025-12-05 02:49:55.879082+00:00 symbol=SPY open=499.15 high=500.30 low=498.99 close=499.10 volume=86131
[streamer] Inserted: ts=2025-12-05 02:49:56.916633+00:00 symbol=SPY open=500.16 high=500.47 low=499.35 close=499.64 volume=54628
[streamer] Inserted: ts=2025-12-05 02:49:57.954414+00:00 symbol=SPY open=500.46 high=500.33 low=499.47 close=500.51 volume=75743
[streamer] Inserted: ts=2025-12-05 02:49:58.991875+00:00 symbol=SPY open=499.86 high=500.45 low=499.70 close=499.64 volume=86194
[streamer] Inserted: ts=2025-12-05 02:50:00.029154+00:00 symbol=SPY open=500.52 high=500.19 low=499.41 close=500.44 volume=10505
[streamer] Inserted: ts=2025-12-05 02:50:01.068635+00:00 symbol=SPY open=500.46 high=500.36 low=499.13 close=500.28 volume=21947
[streamer] Inserted: ts=2025-12-05 02:50:02.105803+00:00 symbol=SPY open=499.67 high=500.00 low=499.25 close=499.47 volume=91555
[streamer] Inserted: ts=2025-12-05 02:50:03.143741+00:00 symbol=SPY open=500.24 high=500.17 low=499.86 close=499.72 volume=50951
[streamer] Inserted: ts=2025-12-05 02:50:04.181250+00:00 symbol=SPY open=499.27 high=500.57 low=499.49 close=499.57 volume=17695
[streamer] Inserted: ts=2025-12-05 02:50:05.218742+00:00 symbol=SPY open=499.06 high=499.82 low=498.97 close=498.67 volume=16019
[streamer] Inserted: ts=2025-12-05 02:50:06.256567+00:00 symbol=SPY open=498.79 high=499.39 low=497.70 close=498.51 volume=79608
[streamer] Inserted: ts=2025-12-05 02:50:07.293720+00:00 symbol=SPY open=498.22 high=499.19 low=497.93 close=497.81 volume=63035
[streamer] Inserted: ts=2025-12-05 02:50:08.331267+00:00 symbol=SPY open=498.01 high=498.47 low=497.22 close=498.15 volume=22474
[streamer] Inserted: ts=2025-12-05 02:50:09.368852+00:00 symbol=SPY open=498.29 high=498.74 low=497.78 close=498.39 volume=18692
[streamer] Inserted: ts=2025-12-05 02:50:10.406104+00:00 symbol=SPY open=498.31 high=498.45 low=497.58 close=498.06 volume=57484
[streamer] Inserted: ts=2025-12-05 02:50:11.443313+00:00 symbol=SPY open=497.83 high=498.16 low=497.34 close=497.32 volume=71600
[streamer] Inserted: ts=2025-12-05 02:50:12.480526+00:00 symbol=SPY open=497.26 high=497.87 low=497.06 close=497.50 volume=58451
[streamer] Inserted: ts=2025-12-05 02:50:13.517848+00:00 symbol=SPY open=497.37 high=498.35 low=497.55 close=497.88 volume=64592
[streamer] Inserted: ts=2025-12-05 02:50:14.555306+00:00 symbol=SPY open=497.42 high=498.24 low=496.77 close=497.81 volume=88908
[streamer] Inserted: ts=2025-12-05 02:50:15.592662+00:00 symbol=SPY open=497.79 high=498.67 low=496.91 close=498.18 volume=40836
[streamer] Inserted: ts=2025-12-05 02:50:16.630083+00:00 symbol=SPY open=498.17 high=498.23 low=497.75 close=497.67 volume=52666
[streamer] Inserted: ts=2025-12-05 02:50:17.667661+00:00 symbol=SPY open=497.17 high=498.40 low=497.23 close=497.99 volume=97616
[streamer] Inserted: ts=2025-12-05 02:50:18.704849+00:00 symbol=SPY open=498.09 high=498.55 low=496.87 close=497.76 volume=23226
[streamer] Inserted: ts=2025-12-05 02:50:19.742485+00:00 symbol=SPY open=497.16 high=498.23 low=496.72 close=497.57 volume=48711
[streamer] Inserted: ts=2025-12-05 02:50:20.779761+00:00 symbol=SPY open=497.07 high=497.91 low=496.10 close=496.82 volume=94160
[streamer] Inserted: ts=2025-12-05 02:50:21.817034+00:00 symbol=SPY open=497.16 high=497.84 low=496.91 close=497.76 volume=22197
[streamer] Inserted: ts=2025-12-05 02:50:22.854328+00:00 symbol=SPY open=497.14 high=497.92 low=496.98 close=496.97 volume=61788
[streamer] Inserted: ts=2025-12-05 02:50:23.891393+00:00 symbol=SPY open=498.09 high=498.62 low=497.12 close=497.61 volume=17813
[streamer] Inserted: ts=2025-12-05 02:50:24.928666+00:00 symbol=SPY open=497.59 high=498.07 low=496.46 close=496.87 volume=65948
[streamer] Inserted: ts=2025-12-05 02:50:25.966159+00:00 symbol=SPY open=497.48 high=498.03 low=496.89 close=497.54 volume=67555
[streamer] Inserted: ts=2025-12-05 02:50:27.003667+00:00 symbol=SPY open=497.02 high=497.89 low=496.95 close=497.18 volume=75907
[streamer] Inserted: ts=2025-12-05 02:50:28.041263+00:00 symbol=SPY open=497.14 high=497.61 low=495.96 close=496.67 volume=57001
[streamer] Inserted: ts=2025-12-05 02:50:29.078846+00:00 symbol=SPY open=497.51 high=497.81 low=496.62 close=497.26 volume=90598
[streamer] Inserted: ts=2025-12-05 02:50:30.116378+00:00 symbol=SPY open=497.02 high=497.69 low=496.59 close=497.38 volume=36817
[streamer] Inserted: ts=2025-12-05 02:50:31.153643+00:00 symbol=SPY open=497.60 high=497.86 low=497.41 close=497.67 volume=11074
[streamer] Inserted: ts=2025-12-05 02:50:32.190897+00:00 symbol=SPY open=497.41 high=497.91 low=497.29 close=497.85 volume=90799
[streamer] Inserted: ts=2025-12-05 02:50:33.228478+00:00 symbol=SPY open=497.09 high=498.11 low=497.06 close=497.79 volume=59345
[streamer] Inserted: ts=2025-12-05 02:50:34.265837+00:00 symbol=SPY open=496.98 high=497.90 low=496.49 close=496.95 volume=60053
[streamer] Inserted: ts=2025-12-05 02:50:35.303197+00:00 symbol=SPY open=497.59 high=497.87 low=496.72 close=497.03 volume=29592
[streamer] Inserted: ts=2025-12-05 02:50:36.340478+00:00 symbol=SPY open=498.17 high=497.98 low=496.77 close=497.90 volume=57909
[streamer] Inserted: ts=2025-12-05 02:50:37.377810+00:00 symbol=SPY open=497.21 high=497.97 low=497.23 close=497.19 volume=34900
[streamer] Inserted: ts=2025-12-05 02:50:38.415135+00:00 symbol=SPY open=496.72 high=497.27 low=496.54 close=497.11 volume=62459
[streamer] Inserted: ts=2025-12-05 02:50:39.452526+00:00 symbol=SPY open=497.25 high=497.94 low=496.50 close=497.53 volume=49064
[streamer] Inserted: ts=2025-12-05 02:50:40.489830+00:00 symbol=SPY open=497.95 high=497.78 low=497.04 close=497.91 volume=27589
[streamer] Inserted: ts=2025-12-05 02:50:41.527385+00:00 symbol=SPY open=497.38 high=498.32 low=497.11 close=497.85 volume=67116
[streamer] Inserted: ts=2025-12-05 02:50:42.564625+00:00 symbol=SPY open=498.01 high=498.40 low=497.51 close=497.71 volume=21073
[streamer] Inserted: ts=2025-12-05 02:50:43.603301+00:00 symbol=SPY open=498.00 high=498.63 low=497.16 close=498.01 volume=35017
[streamer] Inserted: ts=2025-12-05 02:50:44.640619+00:00 symbol=SPY open=497.11 high=497.83 low=497.30 close=497.62 volume=95583
[streamer] Inserted: ts=2025-12-05 02:50:45.678599+00:00 symbol=SPY open=497.94 high=498.55 low=497.13 close=497.43 volume=97725
[streamer] Inserted: ts=2025-12-05 02:50:46.715846+00:00 symbol=SPY open=497.36 high=498.20 low=496.88 close=498.19 volume=16830
[streamer] Inserted: ts=2025-12-05 02:50:47.753131+00:00 symbol=SPY open=497.34 high=498.36 low=496.59 close=497.13 volume=89951
[streamer] Inserted: ts=2025-12-05 02:50:48.790189+00:00 symbol=SPY open=497.66 high=498.82 low=497.23 close=497.66 volume=93615
[streamer] Inserted: ts=2025-12-05 02:50:49.827529+00:00 symbol=SPY open=497.34 high=498.13 low=496.76 close=497.55 volume=95146
[streamer] Inserted: ts=2025-12-05 02:50:50.865462+00:00 symbol=SPY open=497.77 high=498.23 low=497.68 close=497.33 volume=34141
[streamer] Inserted: ts=2025-12-05 02:50:51.902724+00:00 symbol=SPY open=498.11 high=498.05 low=497.39 close=497.99 volume=39459
[streamer] Inserted: ts=2025-12-05 02:50:52.940212+00:00 symbol=SPY open=497.90 high=498.09 low=497.43 close=497.92 volume=23595
[streamer] Inserted: ts=2025-12-05 02:50:53.977359+00:00 symbol=SPY open=497.61 high=498.50 low=497.86 close=497.73 volume=17769
[streamer] Inserted: ts=2025-12-05 02:50:55.014639+00:00 symbol=SPY open=497.61 high=498.26 low=497.36 close=498.18 volume=13853
[streamer] Inserted: ts=2025-12-05 02:50:56.052133+00:00 symbol=SPY open=497.83 high=498.80 low=497.30 close=498.16 volume=57771
[streamer] Inserted: ts=2025-12-05 02:50:57.089583+00:00 symbol=SPY open=497.84 high=498.13 low=497.35 close=497.43 volume=46582
[streamer] Inserted: ts=2025-12-05 02:50:58.127056+00:00 symbol=SPY open=497.87 high=497.70 low=496.77 close=497.61 volume=88735
[streamer] Inserted: ts=2025-12-05 02:50:59.164354+00:00 symbol=SPY open=497.54 high=497.66 low=496.78 close=497.22 volume=92387
[streamer] Inserted: ts=2025-12-05 02:51:00.201544+00:00 symbol=SPY open=498.30 high=498.25 low=497.70 close=498.11 volume=43096
[streamer] Inserted: ts=2025-12-05 02:51:01.240932+00:00 symbol=SPY open=498.56 high=498.71 low=497.78 close=498.46 volume=63414
[streamer] Inserted: ts=2025-12-05 02:51:02.278453+00:00 symbol=SPY open=498.26 high=499.05 low=497.21 close=498.40 volume=14211
[streamer] Inserted: ts=2025-12-05 02:51:03.315675+00:00 symbol=SPY open=498.11 high=498.42 low=497.61 close=497.69 volume=83367
[streamer] Inserted: ts=2025-12-05 02:51:04.353292+00:00 symbol=SPY open=497.96 high=498.63 low=497.44 close=497.96 volume=55250
[streamer] Inserted: ts=2025-12-05 02:51:05.390619+00:00 symbol=SPY open=498.44 high=498.95 low=498.06 close=498.42 volume=70937
[streamer] Inserted: ts=2025-12-05 02:51:06.428039+00:00 symbol=SPY open=498.91 high=499.47 low=498.03 close=499.10 volume=70899
[streamer] Inserted: ts=2025-12-05 02:51:07.465255+00:00 symbol=SPY open=498.46 high=499.34 low=497.80 close=498.21 volume=60517
[streamer] Inserted: ts=2025-12-05 02:51:08.502730+00:00 symbol=SPY open=498.59 high=499.10 low=498.12 close=498.28 volume=85628
[streamer] Inserted: ts=2025-12-05 02:51:09.540232+00:00 symbol=SPY open=498.94 high=500.01 low=498.92 close=499.33 volume=76283
[streamer] Inserted: ts=2025-12-05 02:51:10.577562+00:00 symbol=SPY open=498.83 high=499.63 low=499.01 close=499.05 volume=99681
[streamer] Inserted: ts=2025-12-05 02:51:11.614567+00:00 symbol=SPY open=498.74 high=499.07 low=498.54 close=499.21 volume=78766
[streamer] Inserted: ts=2025-12-05 02:51:12.652828+00:00 symbol=SPY open=498.45 high=499.92 low=498.10 close=498.45 volume=12096
[streamer] Inserted: ts=2025-12-05 02:51:13.691307+00:00 symbol=SPY open=498.70 high=499.22 low=497.96 close=498.52 volume=69274
[streamer] Inserted: ts=2025-12-05 02:51:14.729863+00:00 symbol=SPY open=499.34 high=499.65 low=498.57 close=499.64 volume=19285
[streamer] Inserted: ts=2025-12-05 02:51:15.768460+00:00 symbol=SPY open=499.17 high=499.77 low=498.99 close=499.31 volume=46167
[streamer] Inserted: ts=2025-12-05 02:51:16.807230+00:00 symbol=SPY open=499.32 high=500.42 low=499.13 close=499.70 volume=62233
[streamer] Inserted: ts=2025-12-05 02:51:17.845771+00:00 symbol=SPY open=500.23 high=500.68 low=499.71 close=499.35 volume=89732
[streamer] Inserted: ts=2025-12-05 02:51:18.884328+00:00 symbol=SPY open=499.40 high=499.46 low=498.45 close=499.64 volume=31945
[streamer] Inserted: ts=2025-12-05 02:51:19.922745+00:00 symbol=SPY open=499.16 high=499.25 low=498.50 close=498.82 volume=13200
[streamer] Inserted: ts=2025-12-05 02:51:20.961113+00:00 symbol=SPY open=498.93 high=499.45 low=498.51 close=499.39 volume=75520
[streamer] Inserted: ts=2025-12-05 02:51:21.999400+00:00 symbol=SPY open=499.21 high=500.20 low=498.76 close=498.80 volume=57542
[streamer] Inserted: ts=2025-12-05 02:51:23.038150+00:00 symbol=SPY open=499.03 high=499.63 low=498.45 close=498.93 volume=71101
[streamer] Inserted: ts=2025-12-05 02:51:24.076464+00:00 symbol=SPY open=498.67 high=499.52 low=498.11 close=498.90 volume=17457
[streamer] Inserted: ts=2025-12-05 02:51:25.115178+00:00 symbol=SPY open=499.28 high=499.62 low=498.31 close=498.94 volume=49708
[streamer] Inserted: ts=2025-12-05 02:51:26.153615+00:00 symbol=SPY open=498.46 high=499.50 low=498.28 close=499.01 volume=71951
[streamer] Inserted: ts=2025-12-05 02:51:27.192119+00:00 symbol=SPY open=498.81 high=499.80 low=498.21 close=499.18 volume=52047
[streamer] Inserted: ts=2025-12-05 02:51:28.230516+00:00 symbol=SPY open=498.61 high=499.32 low=498.75 close=499.27 volume=84354
[streamer] Inserted: ts=2025-12-05 02:51:29.268885+00:00 symbol=SPY open=498.40 high=498.97 low=498.52 close=498.93 volume=44656
[streamer] Inserted: ts=2025-12-05 02:51:30.307581+00:00 symbol=SPY open=498.07 high=499.06 low=497.90 close=498.30 volume=19921
[streamer] Inserted: ts=2025-12-05 02:51:31.347534+00:00 symbol=SPY open=498.62 high=498.62 low=498.03 close=498.20 volume=21521
[streamer] Inserted: ts=2025-12-05 02:51:32.386128+00:00 symbol=SPY open=498.71 high=499.50 low=498.16 close=498.37 volume=41259
[streamer] Inserted: ts=2025-12-05 02:51:33.424992+00:00 symbol=SPY open=498.41 high=498.38 low=497.99 close=498.38 volume=24270
[streamer] Inserted: ts=2025-12-05 02:51:34.463433+00:00 symbol=SPY open=498.11 high=499.10 low=497.82 close=498.13 volume=68185
[streamer] Inserted: ts=2025-12-05 02:51:35.502018+00:00 symbol=SPY open=498.49 high=499.16 low=497.99 close=498.44 volume=23608
[streamer] Inserted: ts=2025-12-05 02:51:36.540576+00:00 symbol=SPY open=499.40 high=499.16 low=498.76 close=499.00 volume=21978
[streamer] Inserted: ts=2025-12-05 02:51:37.579181+00:00 symbol=SPY open=499.04 high=499.32 low=497.92 close=498.46 volume=63762
[streamer] Inserted: ts=2025-12-05 02:51:38.617557+00:00 symbol=SPY open=499.43 high=499.05 low=498.50 close=498.89 volume=62951
[streamer] Inserted: ts=2025-12-05 02:51:39.656111+00:00 symbol=SPY open=498.56 high=499.04 low=498.35 close=498.75 volume=54706
[streamer] Inserted: ts=2025-12-05 02:51:40.694729+00:00 symbol=SPY open=498.23 high=498.77 low=498.11 close=498.15 volume=13298
[streamer] Inserted: ts=2025-12-05 02:51:41.733194+00:00 symbol=SPY open=497.97 high=498.89 low=497.37 close=498.61 volume=86137
[streamer] Inserted: ts=2025-12-05 02:51:42.771703+00:00 symbol=SPY open=498.28 high=498.07 low=497.79 close=498.12 volume=40929
[streamer] Inserted: ts=2025-12-05 02:51:43.810025+00:00 symbol=SPY open=498.24 high=498.94 low=498.10 close=498.26 volume=24181
[streamer] Inserted: ts=2025-12-05 02:51:44.848419+00:00 symbol=SPY open=498.72 high=498.89 low=497.52 close=498.06 volume=52250
[streamer] Inserted: ts=2025-12-05 02:51:45.886847+00:00 symbol=SPY open=498.17 high=498.68 low=497.60 close=498.45 volume=39901
[streamer] Inserted: ts=2025-12-05 02:51:46.925184+00:00 symbol=SPY open=498.99 high=499.98 low=498.34 close=499.41 volume=24061
[streamer] Inserted: ts=2025-12-05 02:51:47.963706+00:00 symbol=SPY open=499.86 high=500.14 low=498.83 close=499.72 volume=16444
[streamer] Inserted: ts=2025-12-05 02:51:49.001988+00:00 symbol=SPY open=499.73 high=499.51 low=498.75 close=499.38 volume=97579
[streamer] Inserted: ts=2025-12-05 02:51:50.040598+00:00 symbol=SPY open=499.20 high=499.53 low=498.80 close=498.64 volume=21601
[streamer] Inserted: ts=2025-12-05 02:51:51.079069+00:00 symbol=SPY open=499.03 high=499.30 low=498.20 close=498.92 volume=92123
[streamer] Inserted: ts=2025-12-05 02:51:52.117513+00:00 symbol=SPY open=498.73 high=499.15 low=498.45 close=498.74 volume=19862
[streamer] Inserted: ts=2025-12-05 02:51:53.155878+00:00 symbol=SPY open=498.35 high=498.66 low=497.83 close=498.99 volume=19620
[streamer] Inserted: ts=2025-12-05 02:51:54.194205+00:00 symbol=SPY open=498.94 high=499.81 low=497.89 close=498.83 volume=98096
[streamer] Inserted: ts=2025-12-05 02:51:55.232586+00:00 symbol=SPY open=499.26 high=499.50 low=497.98 close=498.67 volume=86688
[streamer] Inserted: ts=2025-12-05 02:51:56.270897+00:00 symbol=SPY open=498.95 high=499.41 low=498.93 close=498.95 volume=37067
[streamer] Inserted: ts=2025-12-05 02:51:57.309320+00:00 symbol=SPY open=499.38 high=499.96 low=498.69 close=499.05 volume=92593
[streamer] Inserted: ts=2025-12-05 02:51:58.347565+00:00 symbol=SPY open=499.38 high=499.44 low=498.38 close=499.40 volume=72969
[streamer] Inserted: ts=2025-12-05 02:51:59.386262+00:00 symbol=SPY open=499.00 high=499.38 low=498.29 close=498.61 volume=50170
[streamer] Inserted: ts=2025-12-05 02:52:00.424660+00:00 symbol=SPY open=498.58 high=499.20 low=498.65 close=498.63 volume=45327
[streamer] Inserted: ts=2025-12-05 02:52:01.465460+00:00 symbol=SPY open=499.15 high=500.29 low=498.57 close=499.20 volume=52425
[streamer] Inserted: ts=2025-12-05 02:52:02.503656+00:00 symbol=SPY open=499.56 high=499.59 low=498.43 close=499.69 volume=94058
[streamer] Inserted: ts=2025-12-05 02:52:03.541837+00:00 symbol=SPY open=498.74 high=499.34 low=498.27 close=498.77 volume=82174
[streamer] Inserted: ts=2025-12-05 02:52:04.580150+00:00 symbol=SPY open=498.71 high=499.53 low=498.60 close=498.60 volume=12570
[streamer] Inserted: ts=2025-12-05 02:52:05.618406+00:00 symbol=SPY open=499.06 high=499.05 low=498.57 close=498.76 volume=51829
